Name,Condition,Price,Location,Car_code,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Ford Territory Titanium X 1.5 AT - 2022, Xe cũ,852 Triệu,TP HCM,Mã: 5824369,2022.0,Xe đã dùng,"10,300 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Peugeot 3008 Allure 1.6 AT - 2021, Xe cũ,728 Triệu,Hà Nội,Mã: 5795817,2021.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Vàng,5 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2019, Xe cũ,1 Tỷ 68 Triệu,Hà Nội,Mã: 5678236,2019.0,Xe đã dùng,"43,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Toyota Vios E 1.5 MT - 2023, Xe cũ,430 Triệu,TP HCM,Mã: 5734265,2023.0,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
BMW X7 xDrive40i M Sport - 2021, Xe cũ,4 Tỷ 350 Triệu,Hà Nội,Mã: 5765373,2021.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 MT - 2017, Xe cũ,715 Triệu,Hà Nội,Mã: 5819821,2017.0,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Ford Everest Titanium 2.2L 4x2 AT - 2016, Xe cũ,705 Triệu,Hà Nội,Mã: 5761980,2016.0,Xe đã dùng,"93,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Hyundai Elantra 1.6 AT Đặc biệt - 2022, Xe cũ,599 Triệu,Hà Nội,Mã: 5781204,2022.0,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Sorento GATH - 2016, Xe cũ,499 Triệu,Hà Nội,Mã: 5764391,2016.0,Xe đã dùng,"8,900 Km",Lắp ráp trong nước,SUV,Xăng,Nâu,7 chỗ,5 cửa
Audi Q7 3.0 AT - 2012, Xe cũ,655 Triệu,Hà Nội,Mã: 5595546,2012.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Corolla altis 2.0V - 2010, Xe cũ,360 Triệu,TP HCM,Mã: 5791781,2010.0,Xe đã dùng,"95,900 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Morning EX - 2016, Xe cũ,155 Triệu,Hà Nội,Mã: 5678191,2016.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Bạc,5 chỗ,5 cửa
Hyundai Creta Tiêu chuẩn 1.5 AT - 2022, Xe cũ,589 Triệu,Hà Nội,Mã: 5763929,2022.0,Xe đã dùng,"8,000 Km",Nhập khẩu,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz S class S450L - 2019, Xe cũ,2 Tỷ 670 Triệu,Hà Nội,Mã: 5815865,2019.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Lexus LX 570 - 2020, Xe cũ,8 Tỷ 50 Triệu,Hà Nội,Mã: 5656420,2020.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2016, Xe cũ,915 Triệu,Hà Nội,Mã: 5752613,2016.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng,Nhiều màu,5 chỗ,5 cửa
Mitsubishi Xpander 1.5 MT - 2021, Xe cũ,469 Triệu,TP HCM,Mã: 5756670,2021.0,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Fortuner 2.7V 4x2 AT TRD - 2019, Xe cũ,840 Triệu,Hà Nội,Mã: 5631680,2019.0,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Avanza Premio 1.5 AT - 2023, Xe cũ,595 Triệu,TP HCM,Mã: 5809191,2023.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Volkswagen Tiguan Allspace - 2018, Xe cũ,899 Triệu,Hà Nội,Mã: 5809980,2018.0,Xe đã dùng,"53,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Ranger Wildtrak 2.0L 4x4 AT - 2019, Xe cũ,650 Triệu,Hà Nội,Mã: 5819116,2019.0,Xe đã dùng,"87,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Isuzu Hi lander V-spec 2.5 AT - 2004, Xe cũ,138 Triệu,Hà Nội,Mã: 5813664,2004.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Dầu,Đen,8 chỗ,5 cửa
Toyota Prado TXL 2.7L - 2015, Xe cũ,1 Tỷ 248 Triệu,Hà Nội,Mã: 5798017,2015.0,Xe đã dùng,"11,999 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Kona 2.0 AT - 2021, Xe cũ,515 Triệu,Hà Nội,Mã: 5819754,2021.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Mitsubishi Outlander Premium 2.0 CVT - 2021, Xe cũ,720 Triệu,Hà Nội,Mã: 5807366,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Isuzu Dmax LS 3.0 4x4 MT - 2011, Xe cũ,255 Triệu,Hà Nội,Mã: 5779020,2011.0,Xe đã dùng,"160,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5 chỗ,4 cửa
Toyota Land Cruiser VX 4.6 V8 - 2016, Xe cũ,2 Tỷ 979 Triệu,TP HCM,Mã: 5808510,2016.0,Xe đã dùng,"112,000 Km",Nhập khẩu,SUV,Xăng,Đen,8 chỗ,5 cửa
Mercedes Benz E class E250 - 2017, Xe cũ,999 Triệu,Hà Nội,Mã: 5741632,2017.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016, Xe cũ,545 Triệu,Hà Nội,Mã: 5788889,2016.0,Xe đã dùng,"98,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Vàng,5 chỗ,4 cửa
Peugeot 408 Allure 1.6 AT - 2023, Xe cũ,1 Tỷ 10 Triệu,Hà Nội,Mã: 5813438,2023.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Kia Rondo GATH - 2016, Xe cũ,410 Triệu,TP HCM,Mã: 5815246,2016.0,Xe đã dùng,"61,000 Km",Lắp ráp trong nước,SUV,Xăng,Cát,7 chỗ,5 cửa
Peugeot 2008 GT Line 1.2 AT - 2021, Xe cũ,639 Triệu,TP HCM,Mã: 5813721,2021.0,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,Crossover,Xăng,Cam,5 chỗ,5 cửa
Porsche Cayenne GTS - 2008, Xe cũ,680 Triệu,Hà Nội,Mã: 5073887,2008.0,Xe đã dùng,"112,500 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,6 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2015, Xe cũ,3 Tỷ 830 Triệu,Hà Nội,Mã: 5705919,2015.0,Xe đã dùng,"76,000 Km",Nhập khẩu,SUV,Xăng,Đen,4 chỗ,5 cửa
Hyundai Solati H350 2.5 MT - 2019, Xe cũ,980 Triệu,Hà Nội,Mã: 5818457,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Dầu,Đen,16 chỗ,4 cửa
Mazda 3 1.5L Deluxe - 2021, Xe cũ,535 Triệu,Hà Nội,Mã: 5660142,2021.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Honda CRV L - 2023, Xe cũ,995 Triệu,Hà Nội,Mã: 5771965,2023.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Vios 1.5E MT - 2019, Xe cũ,309 Triệu,Hà Nội,Mã: 5750041,2019.0,Xe đã dùng,"80,963 Km",Lắp ráp trong nước,Sedan,Xăng,Cát,5 chỗ,4 cửa
Mercedes Benz S class S450 4Matic Luxury - 2024, Xe cũ,4 Tỷ 599 Triệu,TP HCM,Mã: 5805576,2024.0,Xe đã dùng,"21,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
BMW 3 Series 320i Sport Line - 2020, Xe cũ,1 Tỷ 189 Triệu,TP HCM,Mã: 5752830,2020.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Lexus ES 250 - 2018, Xe cũ,1 Tỷ 690 Triệu,Hà Nội,Mã: 5723222,2018.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng,Cát,5 chỗ,4 cửa
VinFast Lux SA 2.0 Cao cấp - 2022, Xe cũ,899 Triệu,Hà Nội,Mã: 5810885,2022.0,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Fortuner 2.7V 4x2 AT - 2021, Xe cũ,965 Triệu,TP HCM,Mã: 5761587,2021.0,Xe đã dùng,"9,000 Km",Nhập khẩu,SUV,Xăng,Nâu,7 chỗ,5 cửa
Mercedes Benz S class S500L - 2014, Xe cũ,1 Tỷ 370 Triệu,Hà Nội,Mã: 5753417,2014.0,Xe đã dùng,"130,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Hyundai Avante 1.6 AT - 2012, Xe cũ,269 Triệu,TP HCM,Mã: 5793921,2012.0,Xe đã dùng,"81,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
MG 5 Luxury 1.5 AT - 2022, Xe cũ,440 Triệu,Hà Nội,Mã: 5816986,2022.0,Xe đã dùng,"30,000 Km",Nhập khẩu,Sedan,Xăng,Vàng,5 chỗ,4 cửa
Mazda CX5 Premium 2.0 AT - 2022, Xe cũ,789 Triệu,Hà Nội,Mã: 5783985,2022.0,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,SUV,Xăng,Xanh,5 chỗ,5 cửa
Toyota Veloz Cross Top 1.5 CVT - 2022, Xe cũ,610 Triệu,Hà Nội,Mã: 5769823,2022.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Corolla altis 1.8G AT - 2020, Xe cũ,599 Triệu,Hà Nội,Mã: 5772373,2020.0,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Morning SLX 1.0 AT - 2009, Xe cũ,168 Triệu,Hà Nội,Mã: 5699920,2009.0,Xe đã dùng,"120,000 Km",Nhập khẩu,Hatchback,Xăng,Bạc,5 chỗ,5 cửa
Ford EcoSport Titanium 1.5L AT - 2014, Xe cũ,345 Triệu,TP HCM,Mã: 5653557,2014.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Xăng,Nâu,5 chỗ,5 cửa
LandRover Range Rover SV Autobiography LWB 5.0 - 2017, Xe cũ,5 Tỷ 350 Triệu,Hà Nội,Mã: 5751445,2017.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Trắng,4 chỗ,5 cửa
Toyota Innova G - 2011, Xe cũ,245 Triệu,Hà Nội,Mã: 5710044,2011.0,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,Crossover,Xăng,Bạc,8 chỗ,5 cửa
Mitsubishi Triton GLS 4x4 AT - 2013, Xe cũ,299 Triệu,Hà Nội,Mã: 5776703,2013.0,Xe đã dùng,"160,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Bạc,5 chỗ,4 cửa
Kia Carens SX 2.0 AT - 2010, Xe cũ,245 Triệu,Hà Nội,Mã: 5745124,2010.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Crossover,Xăng,Xám,7 chỗ,5 cửa
Bentley Mulsanne Speed - 2013, Xe cũ,8 Tỷ 500 Triệu,Hà Nội,Mã: 5148721,2013.0,Xe đã dùng,"55,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
LandRover Range Rover Autobiography LWB 5.0 V8 - 2020, Xe cũ,6 Tỷ 900 Triệu,Hà Nội,Mã: 5689431,2020.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Mercedes Benz C class C250 Exclusive - 2018, Xe cũ,925 Triệu,TP HCM,Mã: 5545808,2018.0,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz Maybach S450 4Matic - 2017, Xe cũ,3 Tỷ 700 Triệu,Hà Nội,Mã: 5797023,2017.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Honda City 1.5 - 2017, Xe cũ,390 Triệu,Hà Nội,Mã: 5714554,2017.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
BMW X5 xDrive40i M Sport - 2020, Xe cũ,2 Tỷ 879 Triệu,TP HCM,Mã: 5768496,2020.0,Xe đã dùng,"46,000 Km",Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 759 Triệu,TP HCM,Mã: 5792397,2021.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz GLC 300 4Matic - 2021, Xe cũ,1 Tỷ 879 Triệu,TP HCM,Mã: 5817533,2021.0,Xe đã dùng,"17,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Fortuner Legender 2.4L 4x2 AT - 2022, Xe cũ,1 Tỷ 110 Triệu,Hà Nội,Mã: 5745765,2022.0,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Ford Mustang GT Fastback - 2021, Xe cũ,2 Tỷ 168 Triệu,Hà Nội,Mã: 5416757,2021.0,Xe đã dùng,"17,000 Km",Nhập khẩu,Coupe,Xăng,Đỏ,4 chỗ,2 cửa
Bentley Mulsanne Speed - 2014, Xe cũ,7 Tỷ 900 Triệu,Hà Nội,Mã: 5597424,2014.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz GLC 200 4Matic - 2021, Xe cũ,1 Tỷ 568 Triệu,Hà Nội,Mã: 5518693,2021.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz GLC 200 - 2020, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,Mã: 5821754,2020.0,Xe đã dùng,"62,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Maserati Levante S GranSport 3.0 V6 - 2018, Xe cũ,3 Tỷ 750 Triệu,Hà Nội,Mã: 5008976,2018.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Bentley Mulsanne 6.75 V8 - 2011, Xe cũ,4 Tỷ 686 Triệu,Hà Nội,Mã: 5678809,2011.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Lexus LX 570 - 2008, Xe cũ,1 Tỷ 268 Triệu,Hà Nội,Mã: 5599553,2008.0,Xe đã dùng,"88,000 Km",Nhập khẩu,SUV,Xăng,Cát,7 chỗ,5 cửa
Porsche Macan 2.0 - 2023, Xe cũ,3 Tỷ 699 Triệu,Hà Nội,Mã: 5802706,2023.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Xăng,Xám,5 chỗ,5 cửa
Porsche Cayenne 3.6 V6 - 2016, Xe cũ,2 Tỷ 350 Triệu,Hà Nội,Mã: 5715980,2016.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Hyundai SantaFe 2.2L HTRAC - 2019, Xe cũ,830 Triệu,Hà Nội,Mã: 5752284,2019.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Porsche Panamera 4 - 2022, Xe cũ,5 Tỷ 999 Triệu,Hà Nội,Mã: 5745057,2022.0,Xe đã dùng,"10,000 Km",Nhập khẩu,Sedan,Xăng,Xanh,4 chỗ,4 cửa
Honda City RS 1.5 AT - 2021, Xe cũ,499 Triệu,Hà Nội,Mã: 5814102,2021.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz G class G63 AMG - 2021, Xe cũ,9 Tỷ 168 Triệu,Hà Nội,Mã: 5765596,2021.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Innova 2.0E - 2015, Xe cũ,325 Triệu,Hà Nội,Mã: 5824534,2015.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Crossover,Xăng,Cát,8 chỗ,5 cửa
Kia Morning Deluxe - 2019, Xe cũ,279 Triệu,Hà Nội,Mã: 5819975,2019.0,Xe đã dùng,"59,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 3.0 I6 - 2021, Xe cũ,6 Tỷ 850 Triệu,Hà Nội,Mã: 5323957,2021.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 5.0 V8 - 2020, Xe cũ,6 Tỷ 900 Triệu,Hà Nội,Mã: 5630605,2020.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Xám,5 chỗ,5 cửa
Nissan Terra S 2.5 MT 2WD - 2018, Xe cũ,625 Triệu,TP HCM,Mã: 5776468,2018.0,Xe đã dùng,"92,000 Km",Nhập khẩu,SUV,Dầu,Vàng,7 chỗ,5 cửa
Daewoo Gentra SX 1.5 MT - 2009, Xe cũ,85 Triệu,Hà Nội,Mã: 5658667,2009.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Toyota Corolla Cross 1.8V - 2021, Xe cũ,730 Triệu,Hà Nội,Mã: 5620556,2021.0,Xe đã dùng,"20,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
VinFast Lux SA 2.0 2.0 AT - 2021, Xe cũ,748 Triệu,Hà Nội,Mã: 5734167,2021.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Territory Titanium X 1.5 AT - 2024, Xe cũ,899 Triệu,Hà Nội,Mã: 5765974,2024.0,Xe đã dùng,"9,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
BMW 3 Series 320i - 2016, Xe cũ,599 Triệu,TP HCM,Mã: 5704281,2016.0,Xe đã dùng,"79,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Hyundai SantaFe MLX 2.0L - 2008, Xe cũ,330 Triệu,Hà Nội,Mã: 5771528,2008.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Peugeot 208 1.6 AT - 2013, Xe cũ,299 Triệu,Hà Nội,Mã: 5717847,2013.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Hatchback,Xăng,Hồng,5 chỗ,5 cửa
Toyota Fortuner 2.4G 4x2 AT - 2020, Xe cũ,865 Triệu,Hà Nội,Mã: 5762307,2020.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Kia Sedona 3.3L GATH - 2018, Xe cũ,688 Triệu,Hà Nội,Mã: 5782436,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Toyota Corolla altis 1.8G AT - 2015, Xe cũ,450 Triệu,Hà Nội,Mã: 5824529,2015.0,Xe đã dùng,"89,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Peugeot 3008 AL - 2022, Xe cũ,836 Triệu,Hà Nội,Mã: 5783432,2022.0,Xe đã dùng,"80,450 Km",Lắp ráp trong nước,Crossover,Xăng,Xanh,5 chỗ,5 cửa
Mercedes Benz GLC 200 - 2020, Xe cũ,1 Tỷ 250 Triệu,Hà Nội,Mã: 5730834,2020.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Honda CRV L - 2018, Xe cũ,737 Triệu,Hà Nội,Mã: 5596321,2018.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng,Bạc,7 chỗ,5 cửa
Hyundai Accent 1.4 AT - 2014, Xe cũ,279 Triệu,Hà Nội,Mã: 5824528,2014.0,Xe đã dùng,"92,000 Km",Nhập khẩu,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Mazda CX5 2.5 AT AWD - 2016, Xe cũ,519 Triệu,Hà Nội,Mã: 5776962,2016.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Xăng,Nâu,5 chỗ,5 cửa
Mercedes Benz C class C250 AMG - 2015, Xe cũ,666 Triệu,Hà Nội,Mã: 5803922,2015.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Toyota Corolla altis 1.8G AT - 2014, Xe cũ,440 Triệu,Hà Nội,Mã: 5543304,2014.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz C class C200 - 2016, Xe cũ,639 Triệu,Hà Nội,Mã: 5776767,2016.0,Xe đã dùng,"95,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Mercedes Benz S class S400L - 2016, Xe cũ,1 Tỷ 480 Triệu,Hà Nội,Mã: 5743500,2016.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus ES 250 - 2019, Xe cũ,1 Tỷ 799 Triệu,Hà Nội,Mã: 5795373,2019.0,Xe đã dùng,"60,000 Km",Nhập khẩu,Sedan,Xăng,Vàng,5 chỗ,4 cửa
Mercedes Benz CLA class CLA 200 - 2014, Xe cũ,499 Triệu,Hà Nội,Mã: 5660890,2014.0,Xe đã dùng,"92,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Ford Territory Titanium X 1.5 AT - 2022, Xe cũ,852 Triệu,TP HCM,Mã: 5821283,2022.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Mercedes Benz C class C250 Exclusive - 2015, Xe cũ,666 Triệu,Hà Nội,Mã: 5792965,2015.0,Xe đã dùng,"72,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Sonet Premium 1.5 AT - 2022, Xe cũ,545 Triệu,Hà Nội,Mã: 5824531,2022.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Kia Sorento Signature 2.2 AT AWD - 2020, Xe cũ,899 Triệu,TP HCM,Mã: 5592154,2020.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Dầu,Trắng,6 chỗ,5 cửa
Ford Ranger XLT 2.0L 4x4 AT - 2022, Xe cũ,739 Triệu,Hà Nội,Mã: 5723282,2022.0,Xe đã dùng,"7,000 Km",Lắp ráp trong nước,Bán tải / Pickup,Dầu,Xanh,5 chỗ,4 cửa
Mazda CX8 Premium AWD - 2022, Xe cũ,929 Triệu,TP HCM,Mã: 5609748,2022.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,7 chỗ,5 cửa
Peugeot 2008 GT Line 1.2 AT - 2022, Xe cũ,636 Triệu,Hà Nội,Mã: 5795257,2022.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Xanh,5 chỗ,5 cửa
Toyota Camry 2.0G - 2021, Xe cũ,869 Triệu,Hà Nội,Mã: 5557572,2021.0,Xe đã dùng,"60,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Ford Focus 1.8 AT - 2011, Xe cũ,199 Triệu,TP HCM,Mã: 5806858,2011.0,Xe đã dùng,"99,999 Km",Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
Hyundai Tucson 2.0 AT - 2019, Xe cũ,588 Triệu,Hà Nội,Mã: 5746982,2019.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đen,5 chỗ,5 cửa
Lexus NX 300 - 2019, Xe cũ,1 Tỷ 835 Triệu,Hà Nội,Mã: 5824527,2019.0,Xe đã dùng,"8,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Hyundai SantaFe Premium 2.2L HTRAC - 2020, Xe cũ,910 Triệu,Hà Nội,Mã: 5824513,2020.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Mercedes Benz GLE Class GLE 450 4Matic - 2022, Xe cũ,4 Tỷ 100 Triệu,Hà Nội,Mã: 4842447,2022.0,Xe đã dùng,50 Km,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mercedes Benz S class S500L - 2016, Xe cũ,2 Tỷ 200 Triệu,Hà Nội,Mã: 5807901,2016.0,Xe đã dùng,"23,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz S class S500L - 2013, Xe cũ,1 Tỷ 150 Triệu,Hà Nội,Mã: 5749216,2013.0,Xe đã dùng,"83,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz GLK Class GLK280 4Matic - 2009, Xe cũ,329 Triệu,Hà Nội,Mã: 5824523,2009.0,Xe đã dùng,"115,000 Km",Lắp ráp trong nước,SUV,Xăng,Bạc,5 chỗ,5 cửa
Hyundai SantaFe 2.4L 4WD - 2017, Xe cũ,709 Triệu,Hà Nội,Mã: 5821299,2017.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Honda Civic RS 1.5 AT - 2023, Xe cũ,835 Triệu,TP HCM,Mã: 5722305,2023.0,Xe đã dùng,"6,800 Km",Nhập khẩu,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mercedes Benz E class E300 AMG - 2021, Xe cũ,1 Tỷ 989 Triệu,Hà Nội,Mã: 5823918,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
